TjÃ¤nstekontrakt	Konsument HSA-id	Konsument beskrivning	Logisk Adressat HSA-id	Logisk Adressat beskrivning	Producent HSA-id	Producent beskrivning	Producent URL
urn:riv:processdevelopment:infections:DeletePrescription:1:rivtabp20	SE_SERVICES165565596151-0003	Björknäs Hälsocentral NLL - VAS + VRI - ÖLL (Tillfälligt!!!) 	SE2321000164-7381037590003	VG: Örebros läns landsting	HSASERVICES-10BO - DeletePrescription	Mawell - DeletePrescription	https://services.test.infektionsverktyget.sjunet.org/RegistrationServices/DeletePrescriptionInteraction.svc
urn:riv:ehr:blocking:synchronization:RegisterBlock:2:rivtabp21	SE162321000164-0147	ÖLL - Lokal spärrtjänst	SE2321000164-7381037590003	VG: Örebros läns landsting	T_SERVICES_SE165565594230-104Z - RB	Nationell Spärrtjänst Sjunet - RegisterBlock - RIVTA21	https://prodtest.sakerhetstjanst.sjunet.org:7080/blockingNationalService/RegisterBlock/2/rivtabp21
urn:riv:ehr:blocking:synchronization:UnregisterBlock:2:rivtabp21	SE162321000164-0147	ÖLL - Lokal spärrtjänst	SE2321000164-7381037590003	VG: Örebros läns landsting	T_SERVICES_SE165565594230-104Z - UB	Nationell Spärrtjänst Sjunet - UnregisterBlock - RIVTA21	https://prodtest.sakerhetstjanst.sjunet.org:7080/blockingNationalService/UnregisterBlock/2/rivtabp21
urn:riv:ehr:blocking:synchronization:RegisterTemporaryRevoke:2:rivtabp21	SE162321000164-0147	ÖLL - Lokal spärrtjänst	SE2321000164-7381037590003	VG: Örebros läns landsting	T_SERVICES_SE165565594230-104Z - RTR	Nationell Spärrtjänst Sjunet - RegisterTemporaryRevoke - RIVTA21	https://prodtest.sakerhetstjanst.sjunet.org:7080/blockingNationalService/RegisterTemporaryRevoke/2/rivtabp21
urn:riv:ehr:blocking:synchronization:UnregisterTemporaryRevoke:2:rivtabp21	SE162321000164-0147	ÖLL - Lokal spärrtjänst	SE2321000164-7381037590003	VG: Örebros läns landsting	T_SERVICES_SE165565594230-104Z - UTR	Nationell Spärrtjänst Sjunet - UnregisterTemporaryRevoke - RIVTA21	https://prodtest.sakerhetstjanst.sjunet.org:7080/blockingNationalService/UnregisterTemporaryRevoke/2/rivtabp21
urn:riv:ehr:accesscontrol:AssertCareEngagement:1:rivtabp20	T_SERVICES_SE165565594230-1062	Tieto Sweden Healthcare & Welfare AB - NPÖ	SE2321000164-7381037590003	VG: Örebros läns landsting	SE162321000164-0091 - TGP	ÖLL - TGP	https://esbtest.orebroll.sjunet.org/csp/tgpws/THW.NPO.BS.Facade.TGPFacade.CLS
urn:riv:ehr:accesscontrol:AssertCareEngagement:1:rivtabp20	HSASERVICES-100M	TP Administration - TK QA test	SE2321000164-7381037590003	VG: Örebros läns landsting	SE162321000164-0091 - TGP	ÖLL - TGP	https://esbtest.orebroll.sjunet.org/csp/tgpws/THW.NPO.BS.Facade.TGPFacade.CLS
urn:riv:followup:qualityregistry:nkrr:GetFormData:1:rivtabp21	SE165567766992-12C8	Alfa Kommun och Landsting - SQRTPA	SE2321000164-7381037590003	VG: Örebros läns landsting	HSATEST2-CKC - GFD	Kvalitetsregisterrapportering - GetFormData - RIVTA21	https://test.nkrr.sjunet.org/GetFormData/1/rivtabp21
urn:riv:followup:qualityregistry:nkrr:GetFormData:1:rivtabp21	SE5567766992-BR7	Alfa Kommun & Landsting AB - SQRT	SE2321000164-7381037590003	VG: Örebros läns landsting	HSATEST2-CKC - GFD	Kvalitetsregisterrapportering - GetFormData - RIVTA21	https://test.nkrr.sjunet.org/GetFormData/1/rivtabp21
urn:riv:insuranceprocess:healthreporting:ReceiveMedicalCertificateQuestion:1:rivtabp20	HSASERVICES-10CJ	Försäkringskassan	SE2321000057-5SRP	VG: Jönköping Wetterhälsan	HSATEST2-CB6 - RMCQ	LJ - Medcert - RMCQ	https://medcerttest.lj.sjunet.org:19000/medcert/ws/RecMedCertQuestion/1/rivtabp20
urn:riv:insuranceprocess:healthreporting:ReceiveMedicalCertificateQuestion:1:rivtabp20	HSASERVICES-100M	TP Administration - TK QA test	SE2321000057-5SRP	VG: Jönköping Wetterhälsan	HSATEST2-CB6 - RMCQ	LJ - Medcert - RMCQ	https://medcerttest.lj.sjunet.org:19000/medcert/ws/RecMedCertQuestion/1/rivtabp20
urn:riv:insuranceprocess:healthreporting:ReceiveMedicalCertificateAnswer:1:rivtabp20	HSASERVICES-10CJ	Försäkringskassan	SE2321000057-5SRP	VG: Jönköping Wetterhälsan	HSATEST2-CB6 - RMCA	LJ - Medcert - RMCA	https://medcerttest.lj.sjunet.org:19000/medcert/ws/RecMedCertAnswer/1/rivtabp20
urn:riv:insuranceprocess:healthreporting:ReceiveMedicalCertificateAnswer:1:rivtabp20	HSASERVICES-100M	TP Administration - TK QA test	SE2321000057-5SRP	VG: Jönköping Wetterhälsan	HSATEST2-CB6 - RMCA	LJ - Medcert - RMCA	https://medcerttest.lj.sjunet.org:19000/medcert/ws/RecMedCertAnswer/1/rivtabp20
urn:riv:crm:scheduling:GetAllTimeTypes:1:rivtabp21	SE2321000016-A12C	MVK	SE2321000057-5SRP	VG: Jönköping Wetterhälsan	SE162321000057-0069 - GATT	LJ - Cosmic - GetAllTimeTypes - RIVTA20	https://cmvktest.lj.sjunet.org/ConnectMVKWS_GetAllTimeTypes/mvkservice_GetAllTimeTypes
urn:riv:crm:scheduling:GetAvailableDates:1:rivtabp21	SE2321000016-A12C	MVK	SE2321000057-5SRP	VG: Jönköping Wetterhälsan	SE162321000057-0069 - GAD	LJ - Cosmic - GetAvailableDates - RIVTA20	https://cmvktest.lj.sjunet.org/ConnectMVKWS_GetAvailableDates/mvkservice_GetAvailableDates
urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21	SE2321000016-A12C	MVK	SE2321000057-5SRP	VG: Jönköping Wetterhälsan	SE162321000057-0069 - GAT	LJ - Cosmic - GetAvailableTimeslots - RIVTA20	https://cmvktest.lj.sjunet.org/ConnectMVKWS_GetAvailableTimeslots/mvkservice_GetAvailableTimeslots
urn:riv:crm:scheduling:MakeBooking:1:rivtabp21	SE2321000016-A12C	MVK	SE2321000057-5SRP	VG: Jönköping Wetterhälsan	SE162321000057-0069 - MB	LJ - Cosmic - MakeBooking - RIVTA20	https://cmvktest.lj.sjunet.org/ConnectMVKWS_MakeBooking/mvkservice_MakeBooking
urn:riv:crm:scheduling:CancelBooking:1:rivtabp21	SE2321000016-A12C	MVK	SE2321000057-5SRP	VG: Jönköping Wetterhälsan	SE162321000057-0069 - CB	LJ - Cosmic - CancelBooking - RIVTA20	https://cmvktest.lj.sjunet.org/ConnectMVKWS_CancelBooking/mvkservice_CancelBooking
urn:riv:crm:scheduling:UpdateBooking:1:rivtabp21	SE2321000016-A12C	MVK	SE2321000057-5SRP	VG: Jönköping Wetterhälsan	SE162321000057-0069 - UB	LJ - Cosmic - UpdateBooking - RIVTA20	https://cmvktest.lj.sjunet.org/ConnectMVKWS_UpdateBooking/mvkservice_UpdateBooking
urn:riv:crm:scheduling:GetSubjectOfCareSchedule:1:rivtabp21	SE2321000016-A12C	MVK	SE2321000057-5SRP	VG: Jönköping Wetterhälsan	SE162321000057-0069 - GSOCS	LJ - Cosmic - GetSubjectOfCareSchedule - RIVTA20	https://cmvktest.lj.sjunet.org/ConnectMVKWS_GetSubjectOfCareSchedule/mvkservice_GetSubjectOfCareSchedule
urn:riv:crm:scheduling:GetBookingDetails:1:rivtabp21	SE2321000016-A12C	MVK	SE2321000057-5SRP	VG: Jönköping Wetterhälsan	SE162321000057-0069 - GBD	LJ - Cosmic - GetBookingDetails - RIVTA20	https://cmvktest.lj.sjunet.org/ConnectMVKWS_GetBookingDetails/mvkservice_GetBookingDetails
urn:riv:ehr:blocking:synchronization:RegisterBlock:2:rivtabp21	SE2321000057-0060	LJ - Lokal Spärrtjänst	SE2321000057-5SRP	VG: Jönköping Wetterhälsan	T_SERVICES_SE165565594230-104Z - RB	Nationell Spärrtjänst Sjunet - RegisterBlock - RIVTA21	https://prodtest.sakerhetstjanst.sjunet.org:7080/blockingNationalService/RegisterBlock/2/rivtabp21
urn:riv:ehr:blocking:synchronization:UnregisterBlock:2:rivtabp21	SE2321000057-0060	LJ - Lokal Spärrtjänst	SE2321000057-5SRP	VG: Jönköping Wetterhälsan	T_SERVICES_SE165565594230-104Z - UB	Nationell Spärrtjänst Sjunet - UnregisterBlock - RIVTA21	https://prodtest.sakerhetstjanst.sjunet.org:7080/blockingNationalService/UnregisterBlock/2/rivtabp21
urn:riv:ehr:blocking:synchronization:RegisterTemporaryRevoke:2:rivtabp21	SE2321000057-0060	LJ - Lokal Spärrtjänst	SE2321000057-5SRP	VG: Jönköping Wetterhälsan	T_SERVICES_SE165565594230-104Z - RTR	Nationell Spärrtjänst Sjunet - RegisterTemporaryRevoke - RIVTA21	https://prodtest.sakerhetstjanst.sjunet.org:7080/blockingNationalService/RegisterTemporaryRevoke/2/rivtabp21
urn:riv:ehr:blocking:synchronization:UnregisterTemporaryRevoke:2:rivtabp21	SE2321000057-0060	LJ - Lokal Spärrtjänst	SE2321000057-5SRP	VG: Jönköping Wetterhälsan	T_SERVICES_SE165565594230-104Z - UTR	Nationell Spärrtjänst Sjunet - UnregisterTemporaryRevoke - RIVTA21	https://prodtest.sakerhetstjanst.sjunet.org:7080/blockingNationalService/UnregisterTemporaryRevoke/2/rivtabp21
urn:riv:druglogistics:dosedispensing:AvbestallOrginalforpackning:1:rivtabp20	SE165562605054-0003	Sörmland - Pascal	APO	Apoteket - läkemedel och doshantering - EXT12	SE165561386532-B01 - AO	DosApoteken - AvbestallOrginalforpackning - RIVTA20	http://tipws-ext-bamyl.apoteket.sjunet.org/soa-infra/services/default/PackagePSCReq/AvbestallOrginalforpackningResponderInterface
urn:riv:druglogistics:dosedispensing:AvbestallOrginalforpackning:1:rivtabp20	SE165562605054-0004	ÖLL - Pascal	APO	Apoteket - läkemedel och doshantering - EXT12	SE165561386532-B01 - AO	DosApoteken - AvbestallOrginalforpackning - RIVTA20	http://tipws-ext-bamyl.apoteket.sjunet.org/soa-infra/services/default/PackagePSCReq/AvbestallOrginalforpackningResponderInterface
urn:riv:druglogistics:dosedispensing:AvbestallOrginalforpackning:1:rivtabp20	SE162321000081-0013	Blekinge - Pascal	APO	Apoteket - läkemedel och doshantering - EXT12	SE165561386532-B01 - AO	DosApoteken - AvbestallOrginalforpackning - RIVTA20	http://tipws-ext-bamyl.apoteket.sjunet.org/soa-infra/services/default/PackagePSCReq/AvbestallOrginalforpackningResponderInterface
urn:riv:druglogistics:dosedispensing:AvbestallOrginalforpackning:1:rivtabp20	HSASERVICES-103X	Inera Pascal support	APO	Apoteket - läkemedel och doshantering - EXT12	SE165561386532-B01 - AO	DosApoteken - AvbestallOrginalforpackning - RIVTA20	http://tipws-ext-bamyl.apoteket.sjunet.org/soa-infra/services/default/PackagePSCReq/AvbestallOrginalforpackningResponderInterface
urn:riv:druglogistics:dosedispensing:AvbestallOrginalforpackning:1:rivtabp20	HSASERVICES-10H3	Pascal - eOrdination sjunet	APO	Apoteket - läkemedel och doshantering - EXT12	SE165561386532-B01 - AO	DosApoteken - AvbestallOrginalforpackning - RIVTA20	http://tipws-ext-bamyl.apoteket.sjunet.org/soa-infra/services/default/PackagePSCReq/AvbestallOrginalforpackningResponderInterface
urn:riv:druglogistics:dosedispensing:AvbestallOrginalforpackning:1:rivtabp20	HSASERVICES-10H2	Pascal - eOrdination internet	APO	Apoteket - läkemedel och doshantering - EXT12	SE165561386532-B01 - AO	DosApoteken - AvbestallOrginalforpackning - RIVTA20	http://tipws-ext-bamyl.apoteket.sjunet.org/soa-infra/services/default/PackagePSCReq/AvbestallOrginalforpackningResponderInterface
urn:riv:druglogistics:dosedispensing:BestallOrginalforpackning:1:rivtabp20	SE165562605054-0003	Sörmland - Pascal	APO	Apoteket - läkemedel och doshantering - EXT12	SE165561386532-B01 - BO	DosApoteken - BestallOrginalforpackning - RIVTA20	http://tipws-ext-bamyl.apoteket.sjunet.org/soa-infra/services/default/PackagePSCReq/BestallOrginalforpackningResponderInterface
urn:riv:druglogistics:dosedispensing:BestallOrginalforpackning:1:rivtabp20	SE165562605054-0004	ÖLL - Pascal	APO	Apoteket - läkemedel och doshantering - EXT12	SE165561386532-B01 - BO	DosApoteken - BestallOrginalforpackning - RIVTA20	http://tipws-ext-bamyl.apoteket.sjunet.org/soa-infra/services/default/PackagePSCReq/BestallOrginalforpackningResponderInterface
urn:riv:druglogistics:dosedispensing:BestallOrginalforpackning:1:rivtabp20	SE162321000081-0013	Blekinge - Pascal	APO	Apoteket - läkemedel och doshantering - EXT12	SE165561386532-B01 - BO	DosApoteken - BestallOrginalforpackning - RIVTA20	http://tipws-ext-bamyl.apoteket.sjunet.org/soa-infra/services/default/PackagePSCReq/BestallOrginalforpackningResponderInterface
urn:riv:druglogistics:dosedispensing:BestallOrginalforpackning:1:rivtabp20	HSASERVICES-103X	Inera Pascal support	APO	Apoteket - läkemedel och doshantering - EXT12	SE165561386532-B01 - BO	DosApoteken - BestallOrginalforpackning - RIVTA20	http://tipws-ext-bamyl.apoteket.sjunet.org/soa-infra/services/default/PackagePSCReq/BestallOrginalforpackningResponderInterface
urn:riv:druglogistics:dosedispensing:BestallOrginalforpackning:1:rivtabp20	HSASERVICES-10H3	Pascal - eOrdination sjunet	APO	Apoteket - läkemedel och doshantering - EXT12	SE165561386532-B01 - BO	DosApoteken - BestallOrginalforpackning - RIVTA20	http://tipws-ext-bamyl.apoteket.sjunet.org/soa-infra/services/default/PackagePSCReq/BestallOrginalforpackningResponderInterface
urn:riv:druglogistics:dosedispensing:BestallOrginalforpackning:1:rivtabp20	HSASERVICES-10H2	Pascal - eOrdination internet	APO	Apoteket - läkemedel och doshantering - EXT12	SE165561386532-B01 - BO	DosApoteken - BestallOrginalforpackning - RIVTA20	http://tipws-ext-bamyl.apoteket.sjunet.org/soa-infra/services/default/PackagePSCReq/BestallOrginalforpackningResponderInterface
urn:riv:druglogistics:dosedispensing:HamtaLokaltProduktsortiment:1:rivtabp20	SE165562605054-0003	Sörmland - Pascal	APO	Apoteket - läkemedel och doshantering - EXT12	SE165561386532-B01 - HLP	DosApoteken - HamtaLokaltProduktsortiment - RIVTA20	http://tipws-ext-bamyl.apoteket.sjunet.org/soa-infra/services/default/PackagePSCReq/HamtaLokaltProduktsortimentResponderInterface
urn:riv:druglogistics:dosedispensing:HamtaLokaltProduktsortiment:1:rivtabp20	SE165562605054-0004	ÖLL - Pascal	APO	Apoteket - läkemedel och doshantering - EXT12	SE165561386532-B01 - HLP	DosApoteken - HamtaLokaltProduktsortiment - RIVTA20	http://tipws-ext-bamyl.apoteket.sjunet.org/soa-infra/services/default/PackagePSCReq/HamtaLokaltProduktsortimentResponderInterface
urn:riv:druglogistics:dosedispensing:HamtaLokaltProduktsortiment:1:rivtabp20	SE162321000081-0013	Blekinge - Pascal	APO	Apoteket - läkemedel och doshantering - EXT12	SE165561386532-B01 - HLP	DosApoteken - HamtaLokaltProduktsortiment - RIVTA20	http://tipws-ext-bamyl.apoteket.sjunet.org/soa-infra/services/default/PackagePSCReq/HamtaLokaltProduktsortimentResponderInterface
urn:riv:druglogistics:dosedispensing:HamtaLokaltProduktsortiment:1:rivtabp20	HSASERVICES-103X	Inera Pascal support	APO	Apoteket - läkemedel och doshantering - EXT12	SE165561386532-B01 - HLP	DosApoteken - HamtaLokaltProduktsortiment - RIVTA20	http://tipws-ext-bamyl.apoteket.sjunet.org/soa-infra/services/default/PackagePSCReq/HamtaLokaltProduktsortimentResponderInterface
urn:riv:druglogistics:dosedispensing:HamtaLokaltProduktsortiment:1:rivtabp20	HSASERVICES-10H3	Pascal - eOrdination sjunet	APO	Apoteket - läkemedel och doshantering - EXT12	SE165561386532-B01 - HLP	DosApoteken - HamtaLokaltProduktsortiment - RIVTA20	http://tipws-ext-bamyl.apoteket.sjunet.org/soa-infra/services/default/PackagePSCReq/HamtaLokaltProduktsortimentResponderInterface
urn:riv:druglogistics:dosedispensing:HamtaLokaltProduktsortiment:1:rivtabp20	HSASERVICES-10H2	Pascal - eOrdination internet	APO	Apoteket - läkemedel och doshantering - EXT12	SE165561386532-B01 - HLP	DosApoteken - HamtaLokaltProduktsortiment - RIVTA20	http://tipws-ext-bamyl.apoteket.sjunet.org/soa-infra/services/default/PackagePSCReq/HamtaLokaltProduktsortimentResponderInterface
urn:riv:druglogistics:dosedispensing:HamtaLokaltProduktsortiment:1:rivtabp20	HSASERVICES-100M	TP Administration - TK QA test	APO	Apoteket - läkemedel och doshantering - EXT12	SE165561386532-B01 - HLP	DosApoteken - HamtaLokaltProduktsortiment - RIVTA20	http://tipws-ext-bamyl.apoteket.sjunet.org/soa-infra/services/default/PackagePSCReq/HamtaLokaltProduktsortimentResponderInterface
urn:riv:druglogistics:dosedispensing:HamtaMeddelanden:1:rivtabp20	SE165562605054-0003	Sörmland - Pascal	APO	Apoteket - läkemedel och doshantering - EXT12	Testapoteket	Testapoteket	https://tipws-ext-bamyl.apoteket.sjunet.org/soa-infra/services/default/MessagePSCReq/HamtaMeddelandenResponderInterface
urn:riv:druglogistics:dosedispensing:HamtaMeddelanden:1:rivtabp20	SE165562605054-0004	ÖLL - Pascal	APO	Apoteket - läkemedel och doshantering - EXT12	Testapoteket	Testapoteket	https://tipws-ext-bamyl.apoteket.sjunet.org/soa-infra/services/default/MessagePSCReq/HamtaMeddelandenResponderInterface
urn:riv:druglogistics:dosedispensing:HamtaMeddelanden:1:rivtabp20	SE162321000081-0013	Blekinge - Pascal	APO	Apoteket - läkemedel och doshantering - EXT12	Testapoteket	Testapoteket	https://tipws-ext-bamyl.apoteket.sjunet.org/soa-infra/services/default/MessagePSCReq/HamtaMeddelandenResponderInterface
urn:riv:druglogistics:dosedispensing:HamtaMeddelanden:1:rivtabp20	HSASERVICES-103X	Inera Pascal support	APO	Apoteket - läkemedel och doshantering - EXT12	Testapoteket	Testapoteket	https://tipws-ext-bamyl.apoteket.sjunet.org/soa-infra/services/default/MessagePSCReq/HamtaMeddelandenResponderInterface
urn:riv:druglogistics:dosedispensing:HamtaMeddelanden:1:rivtabp20	HSASERVICES-10H3	Pascal - eOrdination sjunet	APO	Apoteket - läkemedel och doshantering - EXT12	Testapoteket	Testapoteket	https://tipws-ext-bamyl.apoteket.sjunet.org/soa-infra/services/default/MessagePSCReq/HamtaMeddelandenResponderInterface
urn:riv:druglogistics:dosedispensing:HamtaMeddelanden:1:rivtabp20	HSASERVICES-10H2	Pascal - eOrdination internet	APO	Apoteket - läkemedel och doshantering - EXT12	Testapoteket	Testapoteket	https://tipws-ext-bamyl.apoteket.sjunet.org/soa-infra/services/default/MessagePSCReq/HamtaMeddelandenResponderInterface
urn:riv:druglogistics:dosedispensing:HamtaMeddelanden:1:rivtabp20	HSASERVICES-100M	TP Administration - TK QA test	APO	Apoteket - läkemedel och doshantering - EXT12	Testapoteket	Testapoteket	https://tipws-ext-bamyl.apoteket.sjunet.org/soa-infra/services/default/MessagePSCReq/HamtaMeddelandenResponderInterface
urn:riv:druglogistics:dosedispensing:HamtaOrginalforpackning:1:rivtabp20	SE165562605054-0003	Sörmland - Pascal	APO	Apoteket - läkemedel och doshantering - EXT12	SE165561386532-B01 - HO	DosApoteken - HamtaOrginalforpackning - RIVTA20	http://tipws-ext-bamyl.apoteket.sjunet.org/soa-infra/services/default/PackagePSCReq/HamtaOrginalforpackningResponderInterface
urn:riv:druglogistics:dosedispensing:HamtaOrginalforpackning:1:rivtabp20	SE165562605054-0004	ÖLL - Pascal	APO	Apoteket - läkemedel och doshantering - EXT12	SE165561386532-B01 - HO	DosApoteken - HamtaOrginalforpackning - RIVTA20	http://tipws-ext-bamyl.apoteket.sjunet.org/soa-infra/services/default/PackagePSCReq/HamtaOrginalforpackningResponderInterface
urn:riv:druglogistics:dosedispensing:HamtaOrginalforpackning:1:rivtabp20	SE162321000081-0013	Blekinge - Pascal	APO	Apoteket - läkemedel och doshantering - EXT12	SE165561386532-B01 - HO	DosApoteken - HamtaOrginalforpackning - RIVTA20	http://tipws-ext-bamyl.apoteket.sjunet.org/soa-infra/services/default/PackagePSCReq/HamtaOrginalforpackningResponderInterface
urn:riv:druglogistics:dosedispensing:HamtaOrginalforpackning:1:rivtabp20	HSASERVICES-103X	Inera Pascal support	APO	Apoteket - läkemedel och doshantering - EXT12	SE165561386532-B01 - HO	DosApoteken - HamtaOrginalforpackning - RIVTA20	http://tipws-ext-bamyl.apoteket.sjunet.org/soa-infra/services/default/PackagePSCReq/HamtaOrginalforpackningResponderInterface
urn:riv:druglogistics:dosedispensing:HamtaOrginalforpackning:1:rivtabp20	HSASERVICES-10H3	Pascal - eOrdination sjunet	APO	Apoteket - läkemedel och doshantering - EXT12	SE165561386532-B01 - HO	DosApoteken - HamtaOrginalforpackning - RIVTA20	http://tipws-ext-bamyl.apoteket.sjunet.org/soa-infra/services/default/PackagePSCReq/HamtaOrginalforpackningResponderInterface
urn:riv:druglogistics:dosedispensing:HamtaOrginalforpackning:1:rivtabp20	HSASERVICES-10H2	Pascal - eOrdination internet	APO	Apoteket - läkemedel och doshantering - EXT12	SE165561386532-B01 - HO	DosApoteken - HamtaOrginalforpackning - RIVTA20	http://tipws-ext-bamyl.apoteket.sjunet.org/soa-infra/services/default/PackagePSCReq/HamtaOrginalforpackningResponderInterface
urn:riv:druglogistics:dosedispensing:HamtaVardtagareinformation:1:rivtabp20	SE165562605054-0003	Sörmland - Pascal	APO	Apoteket - läkemedel och doshantering - EXT12	SE165561386532-B01 - HV	DosApoteken - HamtaVardtagareinformation - RIVTA20	http://tipws-ext-bamyl.apoteket.sjunet.org/soa-infra/services/default/PatientPSCReq/HamtaVardtagareinformationResponderInterface
urn:riv:druglogistics:dosedispensing:HamtaVardtagareinformation:1:rivtabp20	SE165562605054-0004	ÖLL - Pascal	APO	Apoteket - läkemedel och doshantering - EXT12	SE165561386532-B01 - HV	DosApoteken - HamtaVardtagareinformation - RIVTA20	http://tipws-ext-bamyl.apoteket.sjunet.org/soa-infra/services/default/PatientPSCReq/HamtaVardtagareinformationResponderInterface
urn:riv:druglogistics:dosedispensing:HamtaVardtagareinformation:1:rivtabp20	SE162321000081-0013	Blekinge - Pascal	APO	Apoteket - läkemedel och doshantering - EXT12	SE165561386532-B01 - HV	DosApoteken - HamtaVardtagareinformation - RIVTA20	http://tipws-ext-bamyl.apoteket.sjunet.org/soa-infra/services/default/PatientPSCReq/HamtaVardtagareinformationResponderInterface
urn:riv:druglogistics:dosedispensing:HamtaVardtagareinformation:1:rivtabp20	HSASERVICES-103X	Inera Pascal support	APO	Apoteket - läkemedel och doshantering - EXT12	SE165561386532-B01 - HV	DosApoteken - HamtaVardtagareinformation - RIVTA20	http://tipws-ext-bamyl.apoteket.sjunet.org/soa-infra/services/default/PatientPSCReq/HamtaVardtagareinformationResponderInterface
urn:riv:druglogistics:dosedispensing:HamtaVardtagareinformation:1:rivtabp20	HSASERVICES-10H3	Pascal - eOrdination sjunet	APO	Apoteket - läkemedel och doshantering - EXT12	SE165561386532-B01 - HV	DosApoteken - HamtaVardtagareinformation - RIVTA20	http://tipws-ext-bamyl.apoteket.sjunet.org/soa-infra/services/default/PatientPSCReq/HamtaVardtagareinformationResponderInterface
urn:riv:druglogistics:dosedispensing:HamtaVardtagareinformation:1:rivtabp20	HSASERVICES-10H2	Pascal - eOrdination internet	APO	Apoteket - läkemedel och doshantering - EXT12	SE165561386532-B01 - HV	DosApoteken - HamtaVardtagareinformation - RIVTA20	http://tipws-ext-bamyl.apoteket.sjunet.org/soa-infra/services/default/PatientPSCReq/HamtaVardtagareinformationResponderInterface
urn:riv:druglogistics:dosedispensing:HamtaVardtagareinformation:1:rivtabp20	HSATEST2-CBL	Melior - Pascal	APO	Apoteket - läkemedel och doshantering - EXT12	SE165561386532-B01 - HV	DosApoteken - HamtaVardtagareinformation - RIVTA20	http://tipws-ext-bamyl.apoteket.sjunet.org/soa-infra/services/default/PatientPSCReq/HamtaVardtagareinformationResponderInterface
urn:riv:druglogistics:dosedispensing:HamtaVardtagareinformation:1:rivtabp20	HSASERVICES-100M	TP Administration - TK QA test	APO	Apoteket - läkemedel och doshantering - EXT12	SE165561386532-B01 - HV	DosApoteken - HamtaVardtagareinformation - RIVTA20	http://tipws-ext-bamyl.apoteket.sjunet.org/soa-infra/services/default/PatientPSCReq/HamtaVardtagareinformationResponderInterface
urn:riv:druglogistics:dosedispensing:HamtaVardtagareinformation:1:rivtabp20	T_SITHS_SE2321000040-101C	LiO - PIX2	APO	Apoteket - läkemedel och doshantering - EXT12	SE165561386532-B01 - HV	DosApoteken - HamtaVardtagareinformation - RIVTA20	http://tipws-ext-bamyl.apoteket.sjunet.org/soa-infra/services/default/PatientPSCReq/HamtaVardtagareinformationResponderInterface
urn:riv:druglogistics:dosedispensing:SkapaVardtagare:1:rivtabp20	SE165562605054-0003	Sörmland - Pascal	APO	Apoteket - läkemedel och doshantering - EXT12	SE165561386532-B01 - SV	DosApoteken - SkapaVardtagare - RIVTA20	http://tipws-ext-bamyl.apoteket.sjunet.org/soa-infra/services/default/PatientPSCReq/SkapaVardtagareResponderInterface
urn:riv:druglogistics:dosedispensing:SkapaVardtagare:1:rivtabp20	SE165562605054-0004	ÖLL - Pascal	APO	Apoteket - läkemedel och doshantering - EXT12	SE165561386532-B01 - SV	DosApoteken - SkapaVardtagare - RIVTA20	http://tipws-ext-bamyl.apoteket.sjunet.org/soa-infra/services/default/PatientPSCReq/SkapaVardtagareResponderInterface
urn:riv:druglogistics:dosedispensing:SkapaVardtagare:1:rivtabp20	SE162321000081-0013	Blekinge - Pascal	APO	Apoteket - läkemedel och doshantering - EXT12	SE165561386532-B01 - SV	DosApoteken - SkapaVardtagare - RIVTA20	http://tipws-ext-bamyl.apoteket.sjunet.org/soa-infra/services/default/PatientPSCReq/SkapaVardtagareResponderInterface
urn:riv:druglogistics:dosedispensing:SkapaVardtagare:1:rivtabp20	HSASERVICES-103X	Inera Pascal support	APO	Apoteket - läkemedel och doshantering - EXT12	SE165561386532-B01 - SV	DosApoteken - SkapaVardtagare - RIVTA20	http://tipws-ext-bamyl.apoteket.sjunet.org/soa-infra/services/default/PatientPSCReq/SkapaVardtagareResponderInterface
urn:riv:druglogistics:dosedispensing:SkapaVardtagare:1:rivtabp20	HSASERVICES-10H3	Pascal - eOrdination sjunet	APO	Apoteket - läkemedel och doshantering - EXT12	SE165561386532-B01 - SV	DosApoteken - SkapaVardtagare - RIVTA20	http://tipws-ext-bamyl.apoteket.sjunet.org/soa-infra/services/default/PatientPSCReq/SkapaVardtagareResponderInterface
urn:riv:druglogistics:dosedispensing:SkapaVardtagare:1:rivtabp20	HSASERVICES-10H2	Pascal - eOrdination internet	APO	Apoteket - läkemedel och doshantering - EXT12	SE165561386532-B01 - SV	DosApoteken - SkapaVardtagare - RIVTA20	http://tipws-ext-bamyl.apoteket.sjunet.org/soa-infra/services/default/PatientPSCReq/SkapaVardtagareResponderInterface
urn:riv:druglogistics:dosedispensing:SkickaMeddelanden:1:rivtabp20	SE165562605054-0003	Sörmland - Pascal	APO	Apoteket - läkemedel och doshantering - EXT12	SE165561386532-B01 - SM	DosApoteken - SkickaMeddelanden - RIVTA20	http://tipws-ext-bamyl.apoteket.sjunet.org/soa-infra/services/default/MessagePSCReq/SkickaMeddelandenResponderInterface
urn:riv:druglogistics:dosedispensing:SkickaMeddelanden:1:rivtabp20	SE165562605054-0004	ÖLL - Pascal	APO	Apoteket - läkemedel och doshantering - EXT12	SE165561386532-B01 - SM	DosApoteken - SkickaMeddelanden - RIVTA20	http://tipws-ext-bamyl.apoteket.sjunet.org/soa-infra/services/default/MessagePSCReq/SkickaMeddelandenResponderInterface
