TjÃ¤nstekontrakt	Konsument HSA-id	Konsument beskrivning	Logisk Adressat HSA-id	Logisk Adressat beskrivning	Producent HSA-id	Producent beskrivning	Producent URL
urn:riv:insuranceprocess:healthreporting:RegisterMedicalCertificate:3:rivtabp20	HSASERVICES-100M	TP Administration - TK QA test	Test	Test adressat	T_SERVICES_SE165565594230-1023 - RMC - Test	Teststubbe - Test -  RegisterMedicalCertificate - RIVTA20 - https 12000	https://ine-sit-intern-vip-anp:12000/tjanstebryggan/eintyg/fk/RegisterMedicalCertificate/3/rivtabp20/test
urn:riv:insuranceprocess:healthreporting:RegisterMedicalCertificate:3:rivtabp20	HSASERVICES-10BP	CGM Test - IFV	Test	Test adressat	T_SERVICES_SE165565594230-1023 - RMC - Test	Teststubbe - Test -  RegisterMedicalCertificate - RIVTA20 - https 12000	https://ine-sit-intern-vip-anp:12000/tjanstebryggan/eintyg/fk/RegisterMedicalCertificate/3/rivtabp20/test
urn:riv:insuranceprocess:healthreporting:RegisterMedicalCertificate:3:rivtabp20	HSATEST2-CB6	LJ - Medcert - IFV	Test	Test adressat	T_SERVICES_SE165565594230-1023 - RMC - Test	Teststubbe - Test -  RegisterMedicalCertificate - RIVTA20 - https 12000	https://ine-sit-intern-vip-anp:12000/tjanstebryggan/eintyg/fk/RegisterMedicalCertificate/3/rivtabp20/test
urn:riv:insuranceprocess:healthreporting:RegisterMedicalCertificate:3:rivtabp20	SE162321000156-4H4F	LiV - Cosmic - IFV	Test	Test adressat	T_SERVICES_SE165565594230-1023 - RMC - Test	Teststubbe - Test -  RegisterMedicalCertificate - RIVTA20 - https 12000	https://ine-sit-intern-vip-anp:12000/tjanstebryggan/eintyg/fk/RegisterMedicalCertificate/3/rivtabp20/test
urn:riv:insuranceprocess:healthreporting:RegisterMedicalCertificate:3:rivtabp20	SE162321000164-0080	ÖLL - SysteamCross - IFV	Test	Test adressat	T_SERVICES_SE165565594230-1023 - RMC - Test	Teststubbe - Test -  RegisterMedicalCertificate - RIVTA20 - https 12000	https://ine-sit-intern-vip-anp:12000/tjanstebryggan/eintyg/fk/RegisterMedicalCertificate/3/rivtabp20/test
urn:riv:insuranceprocess:healthreporting:RegisterMedicalCertificate:3:rivtabp20	SE162321000115-F10016	Halland - Systeam - IFV	Test	Test adressat	T_SERVICES_SE165565594230-1023 - RMC - Test	Teststubbe - Test -  RegisterMedicalCertificate - RIVTA20 - https 12000	https://ine-sit-intern-vip-anp:12000/tjanstebryggan/eintyg/fk/RegisterMedicalCertificate/3/rivtabp20/test
urn:riv:insuranceprocess:healthreporting:RegisterMedicalCertificate:3:rivtabp20	SE2321000016-A1HW	SLL - EDI - TakeCare - IFV	Test	Test adressat	T_SERVICES_SE165565594230-1023 - RMC - Test	Teststubbe - Test -  RegisterMedicalCertificate - RIVTA20 - https 12000	https://ine-sit-intern-vip-anp:12000/tjanstebryggan/eintyg/fk/RegisterMedicalCertificate/3/rivtabp20/test
urn:riv:insuranceprocess:healthreporting:RegisterMedicalCertificate:3:rivtabp20	SE162321000172-0028	LTV - Cosmic - IFV	Test	Test adressat	T_SERVICES_SE165565594230-1023 - RMC - Test	Teststubbe - Test -  RegisterMedicalCertificate - RIVTA20 - https 12000	https://ine-sit-intern-vip-anp:12000/tjanstebryggan/eintyg/fk/RegisterMedicalCertificate/3/rivtabp20/test
urn:riv:insuranceprocess:healthreporting:RegisterMedicalCertificate:3:rivtabp20	TSTNMT2321000156-B02	Nordic Medtest (NMT)	Test	Test adressat	T_SERVICES_SE165565594230-1023 - RMC - Test	Teststubbe - Test -  RegisterMedicalCertificate - RIVTA20 - https 12000	https://ine-sit-intern-vip-anp:12000/tjanstebryggan/eintyg/fk/RegisterMedicalCertificate/3/rivtabp20/test
urn:riv:insuranceprocess:healthreporting:RegisterMedicalCertificate:3:rivtabp20	HSATEST2-C4N	Intygstjänster	Test	Test adressat	T_SERVICES_SE165565594230-1023 - RMC - Test	Teststubbe - Test -  RegisterMedicalCertificate - RIVTA20 - https 12000	https://ine-sit-intern-vip-anp:12000/tjanstebryggan/eintyg/fk/RegisterMedicalCertificate/3/rivtabp20/test
urn:riv:insuranceprocess:healthreporting:RegisterMedicalCertificate:3:rivtabp20	T_SERVICES_SE165565594230-105M	Intygstjänster	Test	Test adressat	T_SERVICES_SE165565594230-1023 - RMC - Test	Teststubbe - Test -  RegisterMedicalCertificate - RIVTA20 - https 12000	https://ine-sit-intern-vip-anp:12000/tjanstebryggan/eintyg/fk/RegisterMedicalCertificate/3/rivtabp20/test
urn:riv:insuranceprocess:healthreporting:RegisterMedicalCertificate:3:rivtabp20	HSASERVICES-101W	Uppsala - IFV	Test	Test adressat	T_SERVICES_SE165565594230-1023 - RMC - Test	Teststubbe - Test -  RegisterMedicalCertificate - RIVTA20 - https 12000	https://ine-sit-intern-vip-anp:12000/tjanstebryggan/eintyg/fk/RegisterMedicalCertificate/3/rivtabp20/test
urn:riv:insuranceprocess:healthreporting:SendMedicalCertificateQuestion:1:rivtabp20	HSASERVICES-100M	TP Administration - TK QA test	Test	Test adressat	T_SERVICES_SE165565594230-1023 - SMCQ - Test	Teststubbe - Test - SendMedCertQuestion - RIVTA20	http://ine-sit-app08.sth.basefarm.net:14000/teststub/eintyg/testproducer/SendMedicalCertificateQuestion/1/rivtabp20/test
urn:riv:insuranceprocess:healthreporting:SendMedicalCertificateQuestion:1:rivtabp20	SE162321000214-R000006	JLL - Systeam - IFV	Test	Test adressat	T_SERVICES_SE165565594230-1023 - SMCQ - Test	Teststubbe - Test - SendMedCertQuestion - RIVTA20	http://ine-sit-app08.sth.basefarm.net:14000/teststub/eintyg/testproducer/SendMedicalCertificateQuestion/1/rivtabp20/test
urn:riv:insuranceprocess:healthreporting:SendMedicalCertificateQuestion:1:rivtabp20	LKL162321000073-T001	Kalmar - IFV	Test	Test adressat	T_SERVICES_SE165565594230-1023 - SMCQ - Test	Teststubbe - Test - SendMedCertQuestion - RIVTA20	http://ine-sit-app08.sth.basefarm.net:14000/teststub/eintyg/testproducer/SendMedicalCertificateQuestion/1/rivtabp20/test
urn:riv:insuranceprocess:healthreporting:SendMedicalCertificateQuestion:1:rivtabp20	SE162321000164-0080	ÖLL - SysteamCross - IFV	Test	Test adressat	T_SERVICES_SE165565594230-1023 - SMCQ - Test	Teststubbe - Test - SendMedCertQuestion - RIVTA20	http://ine-sit-app08.sth.basefarm.net:14000/teststub/eintyg/testproducer/SendMedicalCertificateQuestion/1/rivtabp20/test
urn:riv:insuranceprocess:healthreporting:SendMedicalCertificateQuestion:1:rivtabp20	SE2321000065-T7330028062364	Kronoberg - Medcert - IFV	Test	Test adressat	T_SERVICES_SE165565594230-1023 - SMCQ - Test	Teststubbe - Test - SendMedCertQuestion - RIVTA20	http://ine-sit-app08.sth.basefarm.net:14000/teststub/eintyg/testproducer/SendMedicalCertificateQuestion/1/rivtabp20/test
urn:riv:insuranceprocess:healthreporting:SendMedicalCertificateQuestion:1:rivtabp20	TSTNMT2321000156-B02	Nordic Medtest (NMT)	Test	Test adressat	T_SERVICES_SE165565594230-1023 - SMCQ - Test	Teststubbe - Test - SendMedCertQuestion - RIVTA20	http://ine-sit-app08.sth.basefarm.net:14000/teststub/eintyg/testproducer/SendMedicalCertificateQuestion/1/rivtabp20/test
urn:riv:insuranceprocess:healthreporting:SendMedicalCertificateQuestion:1:rivtabp20	T_SERVICES_SE165565594230-105M	Intygstjänster	Test	Test adressat	T_SERVICES_SE165565594230-1023 - SMCQ - Test	Teststubbe - Test - SendMedCertQuestion - RIVTA20	http://ine-sit-app08.sth.basefarm.net:14000/teststub/eintyg/testproducer/SendMedicalCertificateQuestion/1/rivtabp20/test
urn:riv:insuranceprocess:healthreporting:SendMedicalCertificateQuestion:1:rivtabp20	HSATEST2-C4N	Intygstjänster	Test	Test adressat	T_SERVICES_SE165565594230-1023 - SMCQ - Test	Teststubbe - Test - SendMedCertQuestion - RIVTA20	http://ine-sit-app08.sth.basefarm.net:14000/teststub/eintyg/testproducer/SendMedicalCertificateQuestion/1/rivtabp20/test
urn:riv:insuranceprocess:healthreporting:SendMedicalCertificateQuestion:1:rivtabp20	SE5565594230-B58	WebCert	Test	Test adressat	T_SERVICES_SE165565594230-1023 - SMCQ - Test	Teststubbe - Test - SendMedCertQuestion - RIVTA20	http://ine-sit-app08.sth.basefarm.net:14000/teststub/eintyg/testproducer/SendMedicalCertificateQuestion/1/rivtabp20/test
urn:riv:insuranceprocess:healthreporting:SendMedicalCertificateQuestion:1:rivtabp20	T_SERVICES_SE165565594230-109D	Vårdens Intyg - Webcert 0.5	Test	Test adressat	T_SERVICES_SE165565594230-1023 - SMCQ - Test	Teststubbe - Test - SendMedCertQuestion - RIVTA20	http://ine-sit-app08.sth.basefarm.net:14000/teststub/eintyg/testproducer/SendMedicalCertificateQuestion/1/rivtabp20/test
urn:riv:crm:scheduling:GetAllTimeTypes:1:rivtabp21	HSASERVICES-100M	TP Administration - TK QA test	Test	Test adressat	T_SERVICES_SE165565594230-1023 - GATT	Teststubbe - GetAllTimeTypes	http://localhost:10000/test/GetAllTimeTypes_Service
urn:riv:insuranceprocess:healthreporting:SendMedicalCertificateAnswer:1:rivtabp20	HSASERVICES-100M	TP Administration - TK QA test	Test	Test adressat	T_SERVICES_SE165565594230-1023 - SMCA - Test	Teststubbe - Test - SendMedCertAnswer - RIVTA20	http://ine-sit-app08.sth.basefarm.net:14000/teststub/eintyg/testproducer/SendMedicalCertificateAnswer/3/rivtabp20/test
urn:riv:insuranceprocess:healthreporting:SendMedicalCertificateAnswer:1:rivtabp20	LKL162321000073-T001	Kalmar - IFV	Test	Test adressat	T_SERVICES_SE165565594230-1023 - SMCA - Test	Teststubbe - Test - SendMedCertAnswer - RIVTA20	http://ine-sit-app08.sth.basefarm.net:14000/teststub/eintyg/testproducer/SendMedicalCertificateAnswer/3/rivtabp20/test
urn:riv:insuranceprocess:healthreporting:SendMedicalCertificateAnswer:1:rivtabp20	SE162321000164-0080	ÖLL - SysteamCross - IFV	Test	Test adressat	T_SERVICES_SE165565594230-1023 - SMCA - Test	Teststubbe - Test - SendMedCertAnswer - RIVTA20	http://ine-sit-app08.sth.basefarm.net:14000/teststub/eintyg/testproducer/SendMedicalCertificateAnswer/3/rivtabp20/test
urn:riv:insuranceprocess:healthreporting:SendMedicalCertificateAnswer:1:rivtabp20	SE162321000230-000B	NLL - Systeam - IFV	Test	Test adressat	T_SERVICES_SE165565594230-1023 - SMCA - Test	Teststubbe - Test - SendMedCertAnswer - RIVTA20	http://ine-sit-app08.sth.basefarm.net:14000/teststub/eintyg/testproducer/SendMedicalCertificateAnswer/3/rivtabp20/test
urn:riv:insuranceprocess:healthreporting:SendMedicalCertificateAnswer:1:rivtabp20	HSATEST2-C97	Uppsala - Medcert - IFV	Test	Test adressat	T_SERVICES_SE165565594230-1023 - SMCA - Test	Teststubbe - Test - SendMedCertAnswer - RIVTA20	http://ine-sit-app08.sth.basefarm.net:14000/teststub/eintyg/testproducer/SendMedicalCertificateAnswer/3/rivtabp20/test
urn:riv:insuranceprocess:healthreporting:SendMedicalCertificateAnswer:1:rivtabp20	TSTNMT2321000156-B02	Nordic Medtest (NMT)	Test	Test adressat	T_SERVICES_SE165565594230-1023 - SMCA - Test	Teststubbe - Test - SendMedCertAnswer - RIVTA20	http://ine-sit-app08.sth.basefarm.net:14000/teststub/eintyg/testproducer/SendMedicalCertificateAnswer/3/rivtabp20/test
urn:riv:insuranceprocess:healthreporting:SendMedicalCertificateAnswer:1:rivtabp20	SE5565594230-B58	WebCert	Test	Test adressat	T_SERVICES_SE165565594230-1023 - SMCA - Test	Teststubbe - Test - SendMedCertAnswer - RIVTA20	http://ine-sit-app08.sth.basefarm.net:14000/teststub/eintyg/testproducer/SendMedicalCertificateAnswer/3/rivtabp20/test
urn:riv:insuranceprocess:healthreporting:SendMedicalCertificateAnswer:1:rivtabp20	T_SERVICES_SE165565594230-109D	Vårdens Intyg - Webcert 0.5	Test	Test adressat	T_SERVICES_SE165565594230-1023 - SMCA - Test	Teststubbe - Test - SendMedCertAnswer - RIVTA20	http://ine-sit-app08.sth.basefarm.net:14000/teststub/eintyg/testproducer/SendMedicalCertificateAnswer/3/rivtabp20/test
urn:riv:druglogistics:dosedispensing:HamtaMeddelanden:1:rivtabp20	HSASERVICES-100M	TP Administration - TK QA test	Test	Test adressat	SE165561386532-B01 - HM	DosApoteken - HamtaMeddelanden - RIVTA20	http://ine-sit-intern-vip-anp:11004/ApoteketRetryAdapter/services/hamtaMeddelande/v1
urn:riv:druglogistics:dosedispensing:HamtaLokaltProduktsortiment:1:rivtabp20	HSASERVICES-100M	TP Administration - TK QA test	Test	Test adressat	SE165561386532-B01 - HLP	DosApoteken - HamtaLokaltProduktsortiment - RIVTA20	http://tipws-ext-bamyl.apoteket.sjunet.org/soa-infra/services/default/PackagePSCReq/HamtaLokaltProduktsortimentResponderInterface
urn:riv:druglogistics:dosedispensing:HamtaOrginalforpackning:1:rivtabp20	HSASERVICES-100M	TP Administration - TK QA test	Test	Test adressat	SE165561386532-B01 - HO	DosApoteken - HamtaOrginalforpackning - RIVTA20	http://tipws-ext-bamyl.apoteket.sjunet.org/soa-infra/services/default/PackagePSCReq/HamtaOrginalforpackningResponderInterface
urn:riv:druglogistics:dosedispensing:HamtaVardtagareinformation:1:rivtabp20	HSASERVICES-100M	TP Administration - TK QA test	Test	Test adressat	Producent: DosApoteken - TEST - HamtaVardtagareinformation	Producent: DosApoteken - TEST - HamtaVardtagareinformation	http://tipws-ext-bamyl.apoteket.sjunet.org/soa-infra/services/default/PatientPSCReq/HamtaVardtagareinformationResponderInterface
urn:riv:crm:scheduling:GetSubjectOfCareSchedule:1:rivtabp21	HSASERVICES-100M	TP Administration - TK QA test	Test	Test adressat	T_SERVICES_SE165565594230-1023 - GetSubjectOfCareSchedule	Teststubbe - local testproducent konfigureras i vp-config.properties	http://localhost:20001/producer_1/teststub/GetSubjectOfCareSchedule/1/rivtabp21
urn:riv:clinicalprocess:healthcond:description:GetCareDocumentation:2:rivtabp21	HSASERVICES-100M	TP Administration - TK QA test	Test	Test adressat	T_SERVICES_SE165565594230-1023 - Test/mock GetAggregatedCareDocumentation	Teststubbe - Test/mock för Vårddokumentation	http://localhost:9083/GetAggregatedCareDocumentation/service/teststub/v2
urn:riv:clinicalprocess:logistics:logistics:GetCareContacts:2:rivtabp21	HSASERVICES-100M	TP Administration - TK QA test	Test	Test adressat	T_SERVICES_SE165565594230-1023 - Test/mock GetAggregatedCareContacts	Teststubbe - Test/mock för Vårdkontakter	http://localhost:9082/GetAggregatedCareContacts/service/teststub/v2
urn:riv:crm:carelisting:GetListing:1:rivtabp20	HSASERVICES-100M	TP Administration - TK QA test	Test	Test adressat	T_SERVICES_SE165565594230-1023 - GetListing	Teststubbe - GetListing	http://localhost:10000/test/GetListing_Service
urn:riv:crm:carelisting:GetListing:1:rivtabp20	SE2321000016-A12C	MVK	Test	Test adressat	T_SERVICES_SE165565594230-1023 - GetListing	Teststubbe - GetListing	http://localhost:10000/test/GetListing_Service
urn:riv:ehr:accesscontrol:AssertCareEngagement:1:rivtabp20	HSASERVICES-100M	TP Administration - TK QA test	Test	Test adressat	T_SERVICES_SE165565594230-1023 - TGP	Teststubbe - TGP	http://localhost:10000/test/AssertCareEngagement_Service
urn:riv:ehr:accesscontrol:AssertCareEngagement:1:rivtabp20	SE165565594230-0003	NPÖ ÖLL	Test	Test adressat	T_SERVICES_SE165565594230-1023 - TGP	Teststubbe - TGP	http://localhost:10000/test/AssertCareEngagement_Service
urn:riv:ehr:accesscontrol:AssertCareEngagement:1:rivtabp20	HSASERVICES-100M	TP Administration - TK QA test	Test	Test adressat	T_SERVICES_SE165565594230-1023 - TGP	Teststubbe - TGP	http://localhost:10000/test/AssertCareEngagement_Service
urn:riv:ehr:accesscontrol:AssertCareEngagement:1:rivtabp20	HSASERVICES-105M	NPÖ Testklient	Test	Test adressat	T_SERVICES_SE165565594230-1023 - TGP	Teststubbe - TGP	http://localhost:10000/test/AssertCareEngagement_Service
urn:riv:ehr:accesscontrol:AssertCareEngagement:1:rivtabp20	T_SERVICES_SE165565594230-1031	NPÖ Internet	Test	Test adressat	T_SERVICES_SE165565594230-1023 - TGP	Teststubbe - TGP	http://localhost:10000/test/AssertCareEngagement_Service
urn:riv:crm:carelisting:GetListing:1:rivtabp20	SE2321000016-A12C	MVK	01	Stockholm (länskod)	HVAL - GetListing	HVAL24Service - GetListing	http://ine-sit-intern-vip-anp:11001/tjanstebryggan/carelisting/hval24/GetListing/1/rivtabp20
urn:riv:crm:carelisting:GetListing:1:rivtabp20	SE2321000016-A1R7	SLL - Remittera	01	Stockholm (länskod)	HVAL - GetListing	HVAL24Service - GetListing	http://ine-sit-intern-vip-anp:11001/tjanstebryggan/carelisting/hval24/GetListing/1/rivtabp20
urn:riv:crm:carelisting:GetListing:1:rivtabp20	HSASERVICES-100M	TP Administration - TK QA test	01	Stockholm (länskod)	HVAL - GetListing	HVAL24Service - GetListing	http://ine-sit-intern-vip-anp:11001/tjanstebryggan/carelisting/hval24/GetListing/1/rivtabp20
urn:riv:crm:carelisting:GetListing:1:rivtabp20	SE2321000016-A226	Invånartjänster - MVK - E-tjänst för stöd och behandling	01	Stockholm (länskod)	HVAL - GetListing	HVAL24Service - GetListing	http://ine-sit-intern-vip-anp:11001/tjanstebryggan/carelisting/hval24/GetListing/1/rivtabp20
urn:riv:crm:carelisting:GetListingTypes:1:rivtabp20	SE2321000016-A12C	MVK	01	Stockholm (länskod)	SE2321000016-6T2X - GLT	SLL - ListOn - GetListingTypes	https://131.205.254.181:11978/serviceimplGetListingTypes.svc
urn:riv:crm:carelisting:GetListingTypes:1:rivtabp20	HSASERVICES-100M	TP Administration - TK QA test	01	Stockholm (länskod)	SE2321000016-6T2X - GLT	SLL - ListOn - GetListingTypes	https://131.205.254.181:11978/serviceimplGetListingTypes.svc
urn:riv:crm:carelisting:CreateListing:1:rivtabp20	HSASERVICES-100M	TP Administration - TK QA test	01	Stockholm (länskod)	SE2321000016-6T2X - CL	SLL - ListOn - CreateListing	https://131.205.254.181:11978/serviceimplCreateListning.svc
urn:riv:crm:carelisting:GetAvailableFacilities:1:rivtabp20	SE2321000016-A12C	MVK	01	Stockholm (länskod)	SE2321000016-6T2X - GAF	SLL - ListOn - GetAvailableFacilities	https://131.205.254.181:11978/serviceimplGetAvailableFacilitiesInteraction.svc
urn:riv:crm:carelisting:GetAvailableFacilities:1:rivtabp20	HSASERVICES-100M	TP Administration - TK QA test	01	Stockholm (länskod)	SE2321000016-6T2X - GAF	SLL - ListOn - GetAvailableFacilities	https://131.205.254.181:11978/serviceimplGetAvailableFacilitiesInteraction.svc
urn:riv:crm:carelisting:GetPersonQueueStatus:1:rivtabp20	SE2321000016-A12C	MVK	01	Stockholm (länskod)	SE2321000016-6T2X - GPQS	SLL - ListOn - GetPersonQueueStatus	https://131.205.254.181:11978/serviceimplGetPersonQueueStatus.svc
urn:riv:crm:carelisting:GetPersonQueueStatus:1:rivtabp20	HSASERVICES-100M	TP Administration - TK QA test	01	Stockholm (länskod)	SE2321000016-6T2X - GPQS	SLL - ListOn - GetPersonQueueStatus	https://131.205.254.181:11978/serviceimplGetPersonQueueStatus.svc
urn:riv:crm:carelisting:GetAvailableFacilities:1:rivtabp20	SE2321000016-A12C	MVK	05	Östergötland (länskod)	SE2321000040-AA053 - GAF	LiO - GetAvailableFacilities - RIVTA20	https://tp1.lio.sjunet.org/nlt/gaf/GetAvailableFacilities.asmx
urn:riv:crm:carelisting:GetListing:1:rivtabp20	SE2321000016-A12C	MVK	05	Östergötland (länskod)	SE2321000040-AA053 - GL	LiO - GetListing - RIVTA20	https://tp1.lio.sjunet.org/nlt/gl/GetListing.asmx
urn:riv:crm:carelisting:GetListing:1:rivtabp20	HSASERVICES-100M	TP Administration - TK QA test	05	Östergötland (länskod)	SE2321000040-AA053 - GL	LiO - GetListing - RIVTA20	https://tp1.lio.sjunet.org/nlt/gl/GetListing.asmx
urn:riv:crm:carelisting:GetListingTypes:1:rivtabp20	SE2321000016-A12C	MVK	05	Östergötland (länskod)	SE2321000040-AA053 - GLT	LiO - GetListingTypes - RIVTA20	https://tp1.lio.sjunet.org/nlt/glt/GetListingTypes.asmx
urn:riv:crm:carelisting:GetPersonQueueStatus:1:rivtabp20	SE2321000016-A12C	MVK	05	Östergötland (länskod)	SE2321000040-AA053 - GPQS	LiO - GetPersonQueueStatus - RIVTA20	https://tp1.lio.sjunet.org/nlt/gpqs/GetPersonQueueStatus.asmx
urn:riv:crm:carelisting:CreateListing:1:rivtabp20	SE2321000016-A12C	MVK	06	Jönköping (länskod)	LJ - CL	LJ - CreateListing	https://dmzmvk01.lj.sjunet.org/nlt_test/cl/CreateListing.asmx
urn:riv:crm:carelisting:CreateListing:1:rivtabp20	HSASERVICES-100M	TP Administration - TK QA test	06	Jönköping (länskod)	LJ - CL	LJ - CreateListing	https://dmzmvk01.lj.sjunet.org/nlt_test/cl/CreateListing.asmx
urn:riv:crm:carelisting:GetAvailableFacilities:1:rivtabp20	SE2321000016-A12C	MVK	06	Jönköping (länskod)	LJ - GAF	LJ - GetAvailableFacilities	https://dmzmvk01.lj.sjunet.org/nlt/gaf/GetAvailableFacilities.asmx
urn:riv:crm:carelisting:GetAvailableFacilities:1:rivtabp20	HSASERVICES-100M	TP Administration - TK QA test	06	Jönköping (länskod)	LJ - GAF	LJ - GetAvailableFacilities	https://dmzmvk01.lj.sjunet.org/nlt/gaf/GetAvailableFacilities.asmx
urn:riv:crm:carelisting:GetListing:1:rivtabp20	SE2321000016-A12C	MVK	06	Jönköping (länskod)	LJ - GL	LJ - GetListing	https://dmzmvk01.lj.sjunet.org/nlt_test/gl/GetListing.asmx
urn:riv:crm:carelisting:GetListing:1:rivtabp20	HSASERVICES-100M	TP Administration - TK QA test	06	Jönköping (länskod)	LJ - GL	LJ - GetListing	https://dmzmvk01.lj.sjunet.org/nlt_test/gl/GetListing.asmx
urn:riv:crm:carelisting:GetListingTypes:1:rivtabp20	SE2321000016-A12C	MVK	06	Jönköping (länskod)	LJ - GLT	LJ - GetListingTypes	https://dmzmvk01.lj.sjunet.org/nlt_test/glt/GetListingTypes.asmx
urn:riv:crm:carelisting:GetListingTypes:1:rivtabp20	HSASERVICES-100M	TP Administration - TK QA test	06	Jönköping (länskod)	LJ - GLT	LJ - GetListingTypes	https://dmzmvk01.lj.sjunet.org/nlt_test/glt/GetListingTypes.asmx
urn:riv:crm:carelisting:GetPersonQueueStatus:1:rivtabp20	SE2321000016-A12C	MVK	06	Jönköping (länskod)	LJ - GPQS	LJ - GetPersonQueueStatus	https://dmzmvk01.lj.sjunet.org/nlt_test/gpqs/GetPersonQueueStatus.asmx
urn:riv:crm:carelisting:GetPersonQueueStatus:1:rivtabp20	HSASERVICES-100M	TP Administration - TK QA test	06	Jönköping (länskod)	LJ - GPQS	LJ - GetPersonQueueStatus	https://dmzmvk01.lj.sjunet.org/nlt_test/gpqs/GetPersonQueueStatus.asmx
urn:riv:crm:carelisting:GetAvailableFacilities:1:rivtabp20	SE2321000016-A12C	MVK	08	Kalmar (länskod)	Kalmar - GAF	Kalmar - GetAvailableFacilities	https://lisbet.ltkalmar.sjunet.org:4431/lkmvkaxis/services/GetAvailableFacilitiesResponderService
urn:riv:crm:carelisting:GetAvailableFacilities:1:rivtabp20	HSASERVICES-100M	TP Administration - TK QA test	08	Kalmar (länskod)	Kalmar - GAF	Kalmar - GetAvailableFacilities	https://lisbet.ltkalmar.sjunet.org:4431/lkmvkaxis/services/GetAvailableFacilitiesResponderService
urn:riv:crm:carelisting:CreateListing:1:rivtabp20	SE2321000016-A12C	MVK	08	Kalmar (länskod)	Kalmar - CL	Kalmar - CreateListing	https://lisbet.ltkalmar.sjunet.org:4431/lkmvkaxis/services/CreateListingResponderService
urn:riv:crm:carelisting:CreateListing:1:rivtabp20	HSASERVICES-100M	TP Administration - TK QA test	08	Kalmar (länskod)	Kalmar - CL	Kalmar - CreateListing	https://lisbet.ltkalmar.sjunet.org:4431/lkmvkaxis/services/CreateListingResponderService
urn:riv:crm:carelisting:GetListingTypes:1:rivtabp20	SE2321000016-A12C	MVK	08	Kalmar (länskod)	Kalmar - GLT	Kalmar - GetListingTypes	https://lisbet.ltkalmar.sjunet.org:4431/lkmvkaxis/services/GetListingTypesResponderService
urn:riv:crm:carelisting:GetListingTypes:1:rivtabp20	HSASERVICES-100M	TP Administration - TK QA test	08	Kalmar (länskod)	Kalmar - GLT	Kalmar - GetListingTypes	https://lisbet.ltkalmar.sjunet.org:4431/lkmvkaxis/services/GetListingTypesResponderService
urn:riv:crm:carelisting:GetPersonQueueStatus:1:rivtabp20	SE2321000016-A12C	MVK	08	Kalmar (länskod)	Kalmar - GPQS	Kalmar - GetPersonQueueStatus	https://lisbet.ltkalmar.sjunet.org:4431/lkmvkaxis/services/GetPersonQueueStatusResponderService
urn:riv:crm:carelisting:GetPersonQueueStatus:1:rivtabp20	HSASERVICES-100M	TP Administration - TK QA test	08	Kalmar (länskod)	Kalmar - GPQS	Kalmar - GetPersonQueueStatus	https://lisbet.ltkalmar.sjunet.org:4431/lkmvkaxis/services/GetPersonQueueStatusResponderService
urn:riv:crm:carelisting:GetListing:1:rivtabp20	HSASERVICES-100M	TP Administration - TK QA test	08	Kalmar (länskod)	Kalmar - GL	Kalmar - GetListing	https://lisbet.ltkalmar.sjunet.org:4431/lkmvkaxis/services/GetListingResponderService
urn:riv:crm:carelisting:GetListing:1:rivtabp20	SE2321000016-A12C	MVK	08	Kalmar (länskod)	Kalmar - GL	Kalmar - GetListing	https://lisbet.ltkalmar.sjunet.org:4431/lkmvkaxis/services/GetListingResponderService
urn:riv:crm:carelisting:GetListing:1:rivtabp20	HSASERVICES-100M	TP Administration - TK QA test	09	Gotland (länskod)	HVAL - GetListing	HVAL24Service - GetListing	http://ine-sit-intern-vip-anp:11001/tjanstebryggan/carelisting/hval24/GetListing/1/rivtabp20
urn:riv:crm:carelisting:GetListing:1:rivtabp20	SE2321000016-A12C	MVK	09	Gotland (länskod)	HVAL - GetListing	HVAL24Service - GetListing	http://ine-sit-intern-vip-anp:11001/tjanstebryggan/carelisting/hval24/GetListing/1/rivtabp20
urn:riv:crm:carelisting:GetListing:1:rivtabp20	HSASERVICES-100M	TP Administration - TK QA test	12	Skåne (länskod)	Skåne - Listning	Skåne - Listning	https://82.136.144.142/RS/IP/RelayServiceDmz.svc
urn:riv:crm:carelisting:GetListing:1:rivtabp20	SE2321000016-A12C	MVK	12	Skåne (länskod)	Skåne - Listning	Skåne - Listning	https://82.136.144.142/RS/IP/RelayServiceDmz.svc
urn:riv:crm:carelisting:GetListingTypes:1:rivtabp20	SE2321000016-A12C	MVK	12	Skåne (länskod)	Skåne - Listning	Skåne - Listning	https://82.136.144.142/RS/IP/RelayServiceDmz.svc
urn:riv:crm:carelisting:GetAvailableFacilities:1:rivtabp20	SE2321000016-A12C	MVK	12	Skåne (länskod)	Skåne - Listning	Skåne - Listning	https://82.136.144.142/RS/IP/RelayServiceDmz.svc
urn:riv:crm:carelisting:CreateListing:1:rivtabp20	SE2321000016-A12C	MVK	12	Skåne (länskod)	Skåne - Listning	Skåne - Listning	https://82.136.144.142/RS/IP/RelayServiceDmz.svc
urn:riv:crm:carelisting:GetPersonQueueStatus:1:rivtabp20	SE2321000016-A12C	MVK	12	Skåne (länskod)	Skåne - Listning	Skåne - Listning	https://82.136.144.142/RS/IP/RelayServiceDmz.svc
